date,open,high,low,close,volume,turn
2017-08-31,474.477547,475.2842856,470.4054378,471.701982,1873686,0.149155332
2017-09-01,470.7895991,476.6288499,470.6263306,475.5724065,3145100,0.250366622
2017-09-04,475.5724065,476.9938031,471.8172304,472.921694,1893162,0.150705725
2017-09-05,473.3634794,474.4295268,470.1173169,470.5879144,2262215,0.180084299
2017-09-06,470.5975185,473.257835,465.6418385,465.7762949,3300650,0.262749226
2017-09-07,466.0932279,467.6202689,461.0511117,462.2131994,3332016,0.265246126
2017-09-08,459.3127821,461.473689,455.2310689,455.586418,4117327,0.327761042
2017-09-11,452.4362959,463.1255824,451.3702484,459.3800103,4537440,0.361204263
2017-09-12,460.5132859,466.7559061,459.4568425,465.7090667,3434163,0.273377568
2017-09-13,465.795503,472.7104053,462.3188438,472.1629755,3307570,0.263300095
2017-09-14,473.4691237,474.467943,469.6275113,471.2794047,1939949,0.154430218
2017-09-15,472.9985262,472.9985262,468.6767123,470.443854,1603946,0.127682599
2017-09-18,470.7319749,480.681751,470.7319749,479.2123343,4220681,0.335988568
2017-09-19,480.4896704,482.6025572,476.3695411,477.27232,2305481,0.183528502
2017-09-20,477.2242998,480.2207575,476.3599371,476.5520177,1731816,0.137861728
2017-09-21,476.3023129,480.7585832,473.3634794,479.0202536,1940268,0.154455612
2017-09-22,477.2242998,480.374422,476.1678564,480.1343212,1634353,0.130103157
2017-09-25,480.4992744,488.0768549,480.4896704,487.1548679,3269756,0.2602899
2017-09-26,486.6266462,489.8055804,483.6590006,489.1236942,2547049,0.202758594
2017-09-27,488.7683451,490.7947956,486.0311963,488.0864589,1667111,0.132710868
2017-09-28,487.1164518,499.601692,487.0684316,497.9305907,2596985,0.206733764
